119,687_16, This program do not work on WindowsPhone LiveSDK bool connected false try var authClient new LiveAuthClient LiveLoginResult result await authClient LoginAsync new string wl signin wl skydrive if result Status LiveConnectSessionStatus Connected connected true var connectClient new LiveConnectClient result Session var meResult await connectClient GetAsync me dynamic meData meResult Result catch LiveAuthException ex Display an error message ,0
120,687_17, catch LiveConnectException ex Display another error message ,0
121,687_18, if I catch a generic Exception obtain this exception message Object reference not set to an istance of an object in row LiveLoginResult result await authClient LoginAsync new string wl signin wl skydrive but authClient is not null ,0
122,687_19, I Also wrote on MSDN Forum but I received no reply ,0
123,687_20, if I catch a generic Exception obtain this exception message Object reference not set to an istance of an object in row LiveLoginResult result more ,0
124,688_1, i can use it to recover my files ,0
125,688_2, Hoello with WP the Silverlight XAP apps are forced to use Fast Resume ,0
126,690_1, This has broken my app Swipe Tunes as I hastilly submitted a WP update with Transparent Tile and realised later that fast resume was causing issues with my secondary tiles etc ,0
127,690_2, Fast resume has pretty much killed my app and I can not delete the WP XAP from the store and as such it looks like my app will not be able to go back on the WP Store or if it does it will have to be under a new name and abandon previous customers ,0
128,690_3, Please cant we have an option in the WPAppManifest file to untick fast resume and allow WP apps to not run in fast resume mode just like in WP ,1
129,691_2, url ,0
130,691_3, Allow NFC capable Windows Phones to pay from the Wallet app using NFC at locations where card readers support it ,1
131,691_4, Google wallet has been able to do this for almost years now ,0
132,691_5, Just YouTube using Google Wallet at McD ,0
133,691_6, Support for this would destroy any argument for an apple device because they are not going to do this any time soon and it would close the gap in functionality between WP and android ,0
134,691_7, Developers need create edit document from Windows Store Apps ,1
135,691_8, Thereby integrate WinRT apps with Office ,0
136,691_9, OpenXML SDK Office for WinRT Office Primary Interop Assembly Classes for WinRT Win applications need to be more productive for businesses ,0
137,691_10, Microsoft Pubcenter claims to have interstitials ,0
138,691_11, However these are just bigger ad formats and not the interstitials we know from other ad networks ,0
139,692_1, Interstitials are displayed at a break point in the app game ,0
140,692_2, Therefore it is for the app game developer much more important to have a good fill rate ,0
141,692_3, Allowing to prefetch an ad allow the developer to optimise his ad strategy ,0
142,692_5, he is able to show his own house ad when pubcenter can not fill the ad request ,0
143,693_1, Provide access to CPyou GPyou data in C # ,1
144,693_2, I style a part of the page in font style italic and see the font Segoe UI is rendered in much bolder style than the rest of the page ,0
145,693_3, See url for screenshots of this possible bug ,0
146,693_4, I have seen some suggestions that are close to what we need but not quite and are marked as completed ,0
147,693_5, I do not know why there is no support for current devices to read NFC cards tags in full at a low level ,0
148,693_6, Seems deceptive to say that the device has NFC capabilities if in reality it can only read a very specific type of tag ,0
149,693_7, For one of our products we need to support NFC card reading writing with existing devices and several types of cards Mifare UL ULC Calypso Desfire maybe even more I have read that for WP the functionality will be added but only for devices with a specific NFC chipset which is currently not present in any of the devices ,0
150,693_8, So please provide the low level reading writing functionality for NFC devices already in the field ,1
151,693_9, For one of our products we need to support NFC card reading writing with existing devices and several types of cards Mifare UL ULC Calypso Desfire maybe even more I have read that for WP the functionality will be more ,0
152,693_10, It is supremely annoying while developing to have to go through the certification wait time just to add an in app purchase product to the dev center ,0
153,694_1, I am not sure I can think of a reason that any certification is needed for these they are merely a price key and type ,0
154,694_2, Please remove the cert process for these and allow them to be added instantly ,1
155,694_3, When porting my Windows app to Windows Phone I feel that the Universal App template which is already awesome could do some other things to increase even more productivity Create Pages and UserControl folders Let us face it unless we want to create sh apps we will not have the same UI for all platforms so we will end up creating the same pages and controls in BOTH versions ,0
156,694_4, VS could create those folders in each project and bring in the classes pages and user controls from the original project ,0
157,695_1, I have stated the folder names I use Pages and UserControls but the rule could deal with other names as well ,0
158,696_1, I use SettingsFlyouts and I took some time to replicate them as pages in the Windows Phone project ,0
159,697_1, That could be automatic too ,1
160,697_2, Likewise top and bottom app bars in Windows could be translated into the Windows Phone versions automatically if for example buttons were found in those controls ,0
161,698_1, Do the same for Styles xaml or whatever file contains Templates and Styles as done in ,0
162,698_2, I believe that other kinds of automatic measures could be taken but I only remember these because I ported a very simple app ,0
163,700_1, I recognize that when Threshold arrives code matching between Windows and Windows Phone achieves percent much of these may not matter anymore but for the time being these would be nice additions ,1
164,700_2, I have stated the folder names I use Pages more ,0
165,701_1, I wished that PubCenter had a way of merging apps that I had in both platforms Windows and Windows Phone which obviously includes Universal Apps ,0
166,702_1, When using headphones music will pause if Cortanta notifies you of an incoming text message ,0
167,702_2, Music will then continue to play once you respond to the notification ,0
168,702_3, However Podacasts do not pause and will continue to play inaudibly in the background as you interact with Cortanta ,0
169,703_1, This is a bug and should be fixed so that ANY media that is playing will be paused if you are interacting with Cortanta ,1
170,703_2, The trial feature should be built in with automatic enforcement user prompting disabling etc just as it is in the Windows Store ,1
171,703_3, In the Windows store I can choose trial mode for my app and then pick the number of days I want the trial to last ,0
172,703_4, From there everything is taken care of for me ,0
173,703_5, If the user uninstalls during a trial it tracks this fact and prevents them from starting a new trial later ,0
174,703_6, Contrast this with the Windows Phone world where the developer indicates trial mode in the store but has to manually track the number of days since install whether the user has purchased etc ,0
175,703_7, If the user uninstalls and installs again later the developer has no idea ,0
176,703_8, Adding trial mode in Windows Phone feels like implement and pray ,0
177,704_1, I absolutely love the Windows Store implementation ,0
178,705_1, With the two stores combining can we bring built in trial mode support to Windows Phone ,1
179,705_2, Contrast this with the Windows Phone world where the developer indicates trial mode in the store but has to manually track the number of days more ,0
180,706_1, You should be able to start an app like the flashlight app directly from the notification center ,1
181,706_2, Please add recent places to SuggestedStartLocation in FileOpenPicker API ,1
182,707_1, Some times it is hard to navigate few times to same location ,0
183,708_1, Please provide access to Calendar API to customize the day styles basing upon requirement ,1
184,709_1, It would be much less frustrating for Windows Windows Phone developers to have hints sent with the certification failed reports which make it easier to tackle obvious issues that arise because of the restrictions of Windows Windows Phone ,0
185,709_2, It is quite hard to find a solution to something you never heard about before but with the right pointers keywords it could be done efficiently and nearly effortlessly ,0
186,710_1, As example for an obvious issue and easy solution if you know something about the problem My app failed certification because of dark light theme problems ,0
187,712_1, I set the background to a fixed color black in the code and in the light theme the font color is set from white to black by Windows Phone automatically hence no text is readable ,0
188,713_1, This problem occured at multiple tens of code places in my case ,0
189,714_1, Adding the following four lines to a report that probably has been sent out thousands of times would have saved myself more than an hour of searching for an efficient solution and reading This might help with Dark Light theme problems Visibility Application Current Resources PhoneDarkThemeVisibility or similar Brush Application Current Resources PhoneBackgroundBrush and maybe additional links to documentation It would be much less frustrating for Windows Windows Phone developers to have hints sent with the certification failed reports which make it easier to tackle obvious issues that arise because of the restrictions of Windows Windows Phone ,0
190,714_2, I set the background to a fixed color black more ,0
191,715_1, Closes alone than nothing ,0
192,715_2, Implementing the Auto Upload feature in a Silverlight application causes the application to not be clickable in the Auto Upload settings menu within the phones settings ,0
193,715_3, For more information see url ,0
194,715_4, Please release lock screen api for all developers treat every devs equally ,1
195,715_5, When creating an app that uses MediaStreamSource to stream audio in Windows Phone everything works just great ,0
196,715_6, When porting this app to Windows Phone the sound is flickering and it is components are stack overflow ing ,0
197,716_1, Here is a discussion on MSDN forums url And here is a sample project source code url ,0
198,716_2, we are publishing the same apps in Windows Phone Store and Windows App Store ,0
199,716_3, Now we want to bundle these Apps ,1
200,718_1, Unfortunately we are not able to set the prices in both marketplace same way ,0
201,719_1, In Windows App Store we can choose the price tier ,0
202,720_1, For all countries prices are automatically set ,0
203,721_1, In Windows Phone Store we are able to set the price for each county separately ,0
204,723_1, We need this also in Windows App Store because ,1
205,723_2, Exchange rate between US dollar and is too low ,0
206,724_1, The rate is set to ,0
207,724_2, Because we calculate our prices in we have to change the dollar price for all countries with dollar manually and there are a lot of countries to change ,0
208,724_3, We are not willing to charge less in US or Canada than in Europe ,0
209,726_1, Change exchange rate between Argentina Indonesia South Africa ,0
210,727_1, The rates are too low so we have set the values manually ,0
211,727_2, Checkbox to add additional fee of percent on top of the normal Store Fee percentage of Net Receipts that is deducted in calculating our Application Proceeds for these markets Argentina Chile Colombia Costa Rica Malaysia Mexico Peru South Africa ,0
212,727_3, This fee applies only to alternative payment methods example ,0
213,727_4, carrier billing and not to credit card transactions in Windows Phone Store we are publishing the same apps in Windows Phone Store and Windows App Store ,0
214,728_1, Because we calculate our prices in we more ,0
215,728_2, Currently it is not possible to change the package identity name of an app once it has been published which is a bit frustrating ,0
216,729_1, Users do not like to wait when they click on app ,0
217,729_2, Splash screen for app is making my consumers wait for actual screens to load ,0
218,729_3, this gives them impression that my APP is slow ,0
219,730_1, I think Microsoft needs to re consider about having splash screens ,1
220,730_2, when users click on APP they should directly see UI no lags ,1
221,730_3, Let normal http 😕 URIs to be able to send notifications to the app using the window external notify and not only the https 😕 URIs ,0
222,730_4, Give the power to the developer to decide if a page is allowed to use the ScriptNotify event or not ,0
223,731_1, Extend the MediaElement to support YouTube videos so simple ,1
224,731_2, Most probably you will have to collaborate with Google but this is the challenge ,0
225,731_3, Unleash the developers power the Store is going to win ,0
226,731_4, This bug is easy to reproduce var wbmp new WriteableBitmap await wbmp SetSourceAsync stream the stream comes from a picture with larger size ie ,0
227,731_5, x Now check the properties of wbmp PixelWidth PixelHeight PixelBuffer Length The length of PixelBuffer is totally wrong the buffer size shoud be x x The wrong value comes from the original size x x ,0
228,731_6, I think this is a bug because I think if the WriteableBitmap decides to update the PixelWidth and PixelHeight property it should also update the PixelBuffer or the data is inconsistent ,1
229,731_7, The era of connected TV is here ,0
230,731_8, Windows developers need APIs to control TV tuners and display of other digital media on the same screen at the same time ,1
231,732_1, make multitasking a real thing like seeing a video or having a mini calc when browse some thing ,1
232,734_1, you can limit number of apps according to the screen size ,1
233,735_1, Provide an API to use Cortana services within apps as well as provide implementable Interface s which expose App Services to Cortana then Cortana can call these methods and developers worldwide can extends it is functionality ,1
234,736_1, Please add api is for sharing to reading list ,1
235,736_2, It is a useful feature ,0
236,736_3, Would become even more useful if say i could share to reading list from chrome extension or mac desktop or iOs ,1
237,736_4, I have a ListView with Grouped items ,0
238,738_1, ListView Grid Row SelectionMode None IsItemClickEnabled False ItemsSource Binding Source StaticResource csvList ListView GroupStyle GroupStyle GroupStyle HeaderTemplate DataTemplate Grid Border BorderThickness BorderBrush Blue TextBlock Text Binding Key Margin Style StaticResource SubheaderTextBlockStyle Foreground White Border Grid DataTemplate GroupStyle HeaderTemplate GroupStyle ListView GroupStyle ListView ItemTemplate DataTemplate DataTemplate ListView ItemTemplate ListView ItemContainerStyle Style TargetType ListViewItem Setter Property HorizontalContentAlignment Value Stretch Style ListView ItemContainerStyle ListView If I use this XAML definition it work but the groupheader is not wide as the listview ,0
239,738_2, For this reason I insert Width Binding ActualWidth ElementName hubEvidenza Mode OneWay hubEvidenza is name of root Container a hubSection in the content of GroupStyle HeaderTemplate ,0
240,738_3, Now it work but the the Header of first group is not displayed ,0
241,739_1, This problem is the same on Windows and WindowsPhone I have a ListView with Grouped items ,0
242,740_1, Now it work but the the Header more ,0
243,742_1, Provide a way to get list of installed applications on the phone ,1
244,743_1, So acutally how the get respect the Users Regional Format settings ,0
245,743_2, I started the windows phone emulator with the following configuration for testing purpose UI Language German Region US Format Settings Irish ,0
246,743_3, I have found no way to get the Information that the user has set his format settings to irish ,0
247,743_4, And my only wish is to format a DateTime like the user wants to see it ,1
248,743_5, Regional Format does not automaticly mean the region i set the device to or the UI Langauge i chose ,0
249,744_1, On my Devices i set the UI to english but want to see all TimeStamps and Dates in the German format ,0
250,744_2, But at the Moment there is no way to get the setting the user made in the Phone settings ,0
251,744_3, On my Devices i set the UI to english but want to more ,0
252,744_4, Apps on Windows Phone were able to run under the lock screen for quite some time ,0
253,744_5, The new universal app model does not provide this functionality ,0
254,744_6, This should be added in future versions as it is still an important feature for some apps ,1
255,745_1, Windows Phone introduces the Social Extensibility Framework ,0
256,745_2, It allows third party apps to integrate into the People Hub is ' What is New ' feed etc ,0
257,745_3, Currently this integration is locked and only select app developers are given access ,0
258,746_1, The documentation on the Windows Phone SocialIntegration namespace is also limited ,0
259,746_2, I would like Microsoft to open up this framework to all developers ,1
260,746_3, I understand this framework is still being developed and real word usage must first be measured ,0
261,746_4, But why not allow it to be used locally by sideloading or through the emulators ,1
262,746_5, I think we could provide valuable feedback and come up with exciting scenario is for using this framework ,0
263,746_6, I think we could provide valuable feedback and come up with exciting scenario is for more ,0
264,746_7, I have create and export from my projects the win app and with the instructions you provide into your site I am trying to install the app to win ,0
265,746_8, The cert ,0
266,747_1, is installed successfully ,0
267,747_2, But when I am trying to install the app I am getting an error ,0
268,747_3, StoreApp AppStudio Windows AnyCPyou appx ,0
269,747_4, Would allow binding to isvisible in an mvvm scenario ,0
270,747_5, Possibly some other property named parent to choose where popup is revealed from ,0
271,747_6, again suitable for mvvm ,0
272,747_7, I would like to record an audio video file while playing a audio file in the background ,1
273,747_8, The reason I got into this is because I figured If any company could do it Microsoft could and then I find out that I can not ,0
274,747_9, Now my killer app has to wait for windows to catch up again ,0
275,747_10, I do not know if you have to have two sets of speakers or two microphones or a way to separate left speaker from right but It would make a whole lot of devs happy to be able to do this ,0
276,748_1, It is more convenient to go with swiping gestures is more fun being with than the tap method ,0
277,748_2, However there should be more of swipe gestures than the tap methods ,1
278,748_3, To set a difference a swipe to the right should launch isettings ' menu as a swipe to the left launches the ' apps list ' ,0
279,748_4, Currently I am developing an app for posting photos to a user is Picasa account ,0
280,748_5, A user has requested that the app provide functionality to edit a given photo from their account and upload a new version ,0
281,748_6, I do not think it is best of my resources to implement this functionality when there are so many great photo editing apps already on the market ,0
282,749_1, I would like the ability to pass the photo from my app to an app of the user is choice via an app picker that supports the selected photo type ,1
283,750_1, The user can then do some function within the selected app example ,0
284,750_2, add a filter crop etc and then the opened app can pass that edited file back to my app ,1
285,750_3, This would extend the power already available with share pickers to perform more generic tasks and would result in a better experience for the user ,0
286,750_4, All this while keeping the sandbox mentality that the OS has ,0
287,751_1, This should be available both in WinRT and Silverlight applications ,0
288,752_1, The user can then do some function within the selected app more ,0
289,752_2, A thing that would be increbible is that your phone make a sound when you whistle or Clap hands a certain pattern wich could be preseted by the phone owner so when you can not find your phone and you dont have a buddy around to text you you can find it ,1
290,753_1, Lockscreen Should be able to chose a tiny black outline around lettering so you can see what is written properly when you have a Clear White lock screen ,1
291,753_2, Should be able to put transparent saved in PGN lockscreens like WP Notification Center Should be able to control the screen when notification center is half open ,1
292,754_1, Should be able to control music Play Pause Next Previous song info directly from the notification center ,1
293,754_2, Xbox Music Should be able to swap music player sideways ,1
294,754_3, Pictures Needs to open on Albums instead of All the pictures Mail Center Would be awesome if it opened on a page where you have a seperate for each of your accounts ,1
295,754_4, Then you chose with one to open ,0
296,755_1, Should be able to put transparent saved in PGN lockscreens like WP Notification Center Should be able to control the screen more ,1
297,755_2, Could you please have a report that includes the prices before the final payment ,1
298,755_3, Companies need to have the correct sales estimate for the accounts purposes ,0
299,756_1, Windows SDK brought a lot of built in transitions making easier to develop a native like app ,0
300,756_2, But I am missing that list animations seen on Settings or Messaging apps when opening or closing them ,0
301,756_3, There are properties like IsStaggeringEnabled and IsStaggerElement in the CommonNavigationInfo class but the animations does not feel like the native one ,0
302,757_1, Thanks and keep up the good work with Windows Phone ,0
303,757_2, Make necessary conditions so that developers choose proper representing application high quality images as application symbols in store matching modern ui Now many apps has simply ugly icons pixelated Android like pirated misleading ,1
304,757_3, Many times apps games were made free for limited time as offers promotions ,0
305,757_4, But we users misses out need a category showing apps gone free price change limited time offers like red stripe deals ,0
306,757_5, IE in WP with all updates gives error does not load page if the body tag contains onLoad window location function ie ,0
307,757_6, onLoad window location ' hashtag april ' ,0
308,757_7, Tried backup and restore yesterday ,0
309,757_8, It seems wp does not backup and then restore all the apps ,0
310,758_1, Mostly Nokia is and Here is apps some examples Nokia camera Here Maps Here Drive were not backed up ,0
311,758_2, I needed to install these manually ,0
312,758_3, Some other Nokia apps that were installed by default when I bought the phone photo and video related apps were not restored either ,0
313,758_4, Also after I restored the phone Here Maps and Here Drive tiles had ,0
314,758_5, sign and saying that these apps do not even exist in the store any more ,0
315,758_6, But of course they exist in the store ,0
316,758_7, I installed these manually later ,0
317,758_8, Some of my contact had different than default ringtone ,0
318,758_9, Those were not restored either ,0
319,758_10, All contacts had the same ringtone ,0
320,758_11, Glance screen settings and when it goes to night mode were not backed up and restored ,0
321,758_12, But of course they exist in the store more ,0
322,758_13, I recently had to use this API for a private client certificate ,0
323,759_1, And I was surprised to read in the MSDN that it returns nothing as a result of it is async call ,0
324,759_2, I would really have thought it returns the just imported pfx ,0
325,759_3, So here is my scenario and you can clearly see why this API change would help to improve the code flow var clientCert ensureCertficatesAsync function logger trace Checking client certificate if clientCert logger info Using already loaded client certificate return WinJS Promise as clientCert var certQuery new Certificates CertificateQuery certQuery friendlyName Client Cert return Certificates CertificateStores findAllAsync certQuery then function certs if certs length return Windows Storage StorageFile getFileFromApplicationUriAsync ms appx 😕 cert client pfx then Windows Storage FileIO readBufferAsync then function buffer var pfx Windows Security Cryptography CryptographicBuffer encodeToBase String buffer logger info Installing client certificate return Certificates CertificateEnrollmentManager importPf 😀 ataAsync pfx XXXXX Certificates ExportOption notExportable Certificates KeyProtectionLevel noConsent Certificates InstallOptions none certQuery friendlyName then function This search in the store could be omitted logger info Client certificate installed return Certificates CertificateStores findAllAsync certQuery then function certs return clientCert certs else logger info Client certificate already installed return clientCert certs As you can see after installing the pfx I have to query the store again to fetch the pfx to use it in calls to HttpClient with a filter ,0
326,759_4, This is not a breaking change ,0
327,760_1, Current users are not expecting any return in the success continuation so they not check for any returned value ,0
328,761_1, Thanks for consideration ,0
329,762_1, So here is my scenario and you can clearly see why this API change would help to improve the code flow var clientCert ensureCertficatesAsync function logger trace Checking client certificate if clientCert logger info Using already loaded client certificate return WinJS Promise as clientCert var certQuery new Certificates CertificateQuery certQuery friendlyName Client Cert return Certificates CertificateStores findAllAsync certQuery then function certs if certs length return more ,0
330,763_1, With a lot ,0
331,763_2, Of wifis around not all are displayed or usable Android devices work fine ,0
332,763_3, Please arabic keyboard not found in lumia please support an arabic ,1
333,763_4, Add xap support for some apps like explorer and opera ,1
334,763_5, Currently when sending a email using WP You can only attach a photo ,0
335,763_6, The software NEEDS access to sky one drive or a option so you can send files you have stored on there ,1
336,763_7, common sense ,0
337,763_8, Could be very useful if i had the possibility to use an API to automatically Disable the Lock Screen when approaching House or the reverse Enable Lock Screen when leaving House ,0
338,763_9, We can see this feature already in some operational systems ,0
339,763_10, In some case if enterprise wants it is signed app to be installed using In house Touch Kiosk computer MACHINE then this should be possible using USB installation ,0
340,763_11, Add Payoneer as a payment method for Windows Phone Store Windows Store PubCenter earnings ,1
341,764_1, Need nd filter attachment grip case ,1
